(ﾉ-ｏ-)ﾉ ~┫：・’.：：・	table flip
(ノ-o-)ノ⌒┳ ┫┻┣	table flip
(ノ-o-)ノ┸┸)`3゜)・;’.	table flip
(ﾉ；；)ﾉ~┻━┻	table flip
(ノ；o；)ノ ┫:･’.::･┻┻:･’.::･	table flip
(ノ；ω；)ノ ┫:･’.::･┻┻:･’.::･	table flip
(ﾉ*’‐’)ﾉ ﾐ ┸┸	table flip
(ノ#-_-)ノ ミ　┴┴	table flip
(ノ#-◇-)ノ ~~~~┻━┻☆(x _ x)ノ	table flip
（ノ｀_´）ﾉ~~┴┴	table flip
(ノ｀´）ノミ┻┻	table flip
ノToT)ノ ~┻┻	table flip
(ﾉ｀□´)ﾉ⌒┻━┻	table flip
(ノ｀０)ノ ⌒┫ ┻ ┣ ┳☆(x x)	table flip
ノ￣□￣)ノ ~┻━┻	table flip
(ノ｀m´)ノ ~┻━┻ (/o＼)	table flip
(ﾉ｀Д)ﾉ:・’∵:.┻┻	table flip
（ﾉ｀Д´）ﾉ－－－－－┻┻　-３-３	table flip
(ﾉ`Д´)ﾉ.:･┻┻)｀з゜)･:ﾞ;	table flip
┻━┻ミ＼（≧ロ≦＼）	table flip
(ノ￣＿￣）ノ　┫〝〟∵	table flip
(ノ￣＿￣)ノ＼。:・゛。	table flip
(丿>ロ<)丿 ┤∵:.	table flip
(ﾉToT)ﾉ ﾐ ┸┸	table flip
(ﾉ￣□￣)ﾉ ~┻━┻	table flip
(ノ￣▽￣)ノ┻━┻☆)*￣□)ノ))	table flip
(ノ￣◇￣)ノ~┻━┻/(×。×)	table flip
（ノ￣ー￣）ノ　┫：・’.::	table flip
(ノ￣ー￣）ノ　┫〝〟∵	table flip
(メ–)ノノ。。。┻┻	table flip
(ﾉ＝ﾟﾛﾟ)ﾉ ⌒┫:･’.::	table flip
(ノ＞o＜)ノ ┫:･’.::	table flip
（ノ≧∇≦）ノ　┫　゜・∵。	table flip
(ﾉ≧∇≦)ﾉ ﾐ ┸┸	table flip
（ノ≧ο≦）ノ　┫　゜・∵。	table flip
（ノ○Д○）ノ＝＝＝┠	table flip
（ノ♯｀△´）ノ~’┻━┻	table flip
（ノー”ー）ノ　┫　゜・∵。	table flip
（ノT＿T)ノ ＾┻━┻	table flip
(ノToT)ノ ~┻┻	table flip
(ノToT)ノ ┫:・’.::・	table flip
(ﾉToT)ﾉ ┫:･’.::･＼┻┻(･_＼)	table flip
(ノToT)ノ ┫:・’.::・┻┻:・’.::・	table flip
(((o(*ﾟ▽ﾟ*)o)))	happy, excited
(★^O^★)	happy, excited
(ﾉ･ｪ･)ﾉ	dance, excited
＼（＠￣∇￣＠）／	happy, excited
＼(^▽^＠)ノ	happy, dance, excited
ヾ(@^▽^@)ノ	happy, excited
o((*^▽^*))o	happy, excited
Ｏ(≧▽≦)Ｏ	happy, excited
(((＼（＠v＠）／)))	happy, excited
(* >ω<)	excited
(*≧▽≦)	happy, excited
(/^▽^)/	happy, excited
(ﾉ´ヮ´)ﾉ*:･ﾟ✧	happy, excited
(ﾉ≧∀≦)ﾉ	dance, excited
(ﾉ◕ヮ◕)ﾉ*:・ﾟ✧	excited
\( ‘з’)/	excited
＼(*T▽T*)／	cry, happy, excited
＼（＾▽＾）／	excited
＼（Ｔ∇Ｔ）／	cry, happy, excited
☆*･゜ﾟ･*\(^O^)/*･゜ﾟ･*☆	happy, excited
☆*:.｡. o(≧▽≦)o .｡.:*☆	happy, excited
ヽ( ★ω★)ノ	excited
ヽ(;^o^ヽ)	happy, dance, excited
ヽ(；▽；)ノ	cry, happy, excited
ヾ(。◕ฺ∀◕ฺ)ノ	excited
ヾ(＠† ▽ †＠）ノ	cry, happy, excited
ヾ(＠^∇^＠)ノ	happy, dance, excited
ヾ(＠^▽^＠)ﾉ	happy, excited
ヾ（＠＾▽＾＠）ノ	happy, excited
ヾ(＠゜▽゜＠）ノ	happy, excited
ヾ(@°▽°@)ノ	happy, crazy, excited
ヾ(＠°▽°＠)ﾉ	happy, excited
ヽ(*≧ω≦)ﾉ	happy, excited
ヽ(*⌒∇⌒*)ﾉ	happy, excited
ヽ(^。^)丿	happy, excited
ヽ(＾Д＾)ﾉ	happy, excited
ヽ(=^･ω･^=)丿	cat, excited
o(〃＾▽＾〃)o	happy, excited
o(^▽^)o	happy, excited
Ｏ(≧∇≦)Ｏ	happy, excited
o(≧∇≦o)	happy, excited
о(ж＞▽＜)ｙ ☆	happy, excited
٩(^ᴗ^)۶	excited
(๑>ᴗ<๑)	excited
٩(•̤̀ᵕ•̤́๑)ᵒᵏᵎᵎᵎᵎ	excited
୧(﹒︠ᴗ﹒︡)୨	excited
˚₊*(ˊॢo̶̶̷̤◡ुo̴̶̷̤ˋॢ)*₊˚⁎	excited
∗˚(* ˃̤൬˂̤ *)˚∗	laugh, excited
•ू(ᵒ̴̶̷ωᵒ̴̶̷*•ू) ​ )੭ु⁾	excited
(❛ัॢᵕ❛ั ॢ)✩*ೃ.⋆	think, excited
⁺✧.(˃̶ ॣ⌣ ॣ˂̶∗̀)ɞ⁾	excited
٩(●˙▿˙●)۶…⋆ฺ	excited
*✲ﾟ*｡✧٩(･ิᴗ･ิ๑)۶*✲ﾟ*｡✧	excited
σ(≧ε≦ｏ)	kiss, excited
٩(๑ơలơ)۶♡	love, excited
˚‧*♡ॢ˃̶̤̀◡˂̶̤́♡ॢ*‧˚	love, excited
( ˃̶ω˂̶ ૃ)	excited
‎(٭°̧̧̧ω°̧̧̧٭)	cry, excited
૮(ᶿ̴͈᷇ॢ௰ᶿ̴͈᷆ॢ)ა✧	excited
٩(ó｡ò۶ ♡)))♬	music, love, excited
␟␏(ɲ˃ ˈ̫̮ ˂ɳ)␟␏ෆ	excited
(●´∀｀●)	happy
(｀・ω・´)”	happy
(*´・ｖ・)	happy
(⌒▽⌒)☆	happy
⊂((・▽・))⊃	happy, hug
(≧∇≦)/	happy, wave
(´∇ﾉ｀*)ノ	happy
（・◇・）	happy
( ´ ▽ ` )ﾉ	happy, wave
（＾_＾）	happy
（￣ー￣）	happy
(*^▽^*)	happy
(＾▽＾)	happy
（’-’*)	happy
∩( ・ω・)∩	happy
＼（＾ ＾）／	happy
（　´∀｀）	laugh, happy
(^～^)	happy
(☆^O^☆)	happy
(☆^ー^☆)	happy
(´ω｀★)	happy
*(*´∀｀*)☆	happy
d=(´▽｀)=b	happy, hug
ヽ(‘ ∇‘ )ノ	happy, crazy
（*＾ワ＾*）	happy
(´∀`)	happy
(°◇°;)	happy
(゜▽゜;)	happy, crazy
(ﾉ´ｰ`)ﾉ	happy, surrender
ヽ(´ー`)ﾉ	happy, dance
(　＾∇＾)	happy
＼( ｀.∀´)／	happy, surrender
(●⌒∇⌒●)	happy
ヽ(｀◇´)/	happy, surrender
ヽ(*・ω・)ﾉ	happy
（＾ω＾）	happy
｡◕‿◕｡	happy
⊙ω⊙	happy
⊙△⊙	happy
⊙▽⊙	happy
o (◡‿◡✿)	happy
(◕‿◕✿)	happy
(∩_∩)	happy
(•ิ_•ิ)	happy
(/•ิ_•ิ)/	happy
（ΦωΦ）	happy
（*＾＾*)	happy
（＾⊆＾）	happy
(-^〇^-)	happy
(ノ*゜▽゜*)	happy
ヾ(´▽｀;)ゝ	happy, dance, music
(゜▼゜＊）	happy, crazy
(￣个￣)	happy
(“⌒∇⌒”)	happy
へ(゜∇、°)へ	happy, crazy
（-＾〇＾-）	happy, sleep
（＞ｙ＜）	laugh, happy
(ヘ。ヘ)	dead, happy
（＾ｖ＾）	laugh, happy
ヾ(@゜∇゜@)ノ	happy, crazy
（＠´＿｀＠）	happy, embarassed
(ノ＞▽＜。)ノ	laugh, happy
＼（＠；◇；＠）／	cry, happy
＼(☆o◎)／	happy, crazy
(o;TωT)o	cry, happy
（⌒▽⌒ゞ	happy
“ヽ(´▽｀)ノ”	happy, music
ヾ(＠⌒ー⌒＠)ノ	fun, happy, wave
Ψ(´▽｀)Ψ	happy
（ｖ＾＿＾）ｖ	happy
(ી(΄◞ิ౪◟ิ‵)ʃ)♥	happy, love
(❁´◡`❁)*✲ﾟ*	happy
(ღ˘⌣˘ღ) ♫･*:.｡. .｡.:*･	happy, music
ლ(╹◡╹ლ)	fun, happy
(✿◠‿◠)	happy
(◑‿◐)	happy
ლ(́◉◞౪◟◉‵ლ)	happy, love, hug
✖‿✖	dead, happy
(*~▽~)	happy
(─‿‿─)	happy
∩(︶▽︶)∩	happy
(︶ω︶)	happy
(∩▂∩)	happy
(¬‿¬)	think, happy
(n˘v˘•)¬	happy
ಥ‿ಥ	happy
≖‿≖	dead, happy
ʘ‿ʘ	fun, happy
☆ﾐ(o*･ω･)ﾉ	happy, run, wave
(✌ﾟ∀ﾟ)☞	happy
(ᅌᴗᅌ* )	happy
(;ﾞ°´ω°´)	happy
°˖✧◝(⁰▿⁰)◜✧˖°	happy
( ͡° ͜ʖ ͡°)	think, happy
(•‿•)	happy
(⊙ヮ⊙)	happy
(*¬*)	happy
(^∇^)	happy
(＝⌒▽⌒＝)	happy
(≡^∇^≡)	happy
≧(´▽｀)≦	happy, music
（‐＾▽＾‐）	happy
(￣▽+￣*)	happy
(°∀°)b	happy
(*⌒∇⌒*)	happy
(๑╹っ╹๑)	happy
╮(─▽─)╭	whatever
¯\_(ツ)_/¯	whatever
٩(-̮̮̃-̃)۶	whatever
ヽ（´ー｀）┌	whatever
┗┐ヽ(′Д、`*)ﾉ┌┛	whatever
ヽ( ´¬`)ノ	whatever
┗┃・ ■ ・┃┛	whatever
ヾ(´A｀)ノﾟ	whatever
ヽ（・＿・；)ノ	whatever
ヽ(　￣д￣;)ノ	whatever
＼（〇_ｏ）／	whatever
ヽ(。_°)ノ	whatever, crazy
＼(;´□｀)/	whatever
ヾ(*´ー`)ノ	whatever
ヽ(‘ー`)ノ	whatever
ヽ(ー_ー )ノ	whatever
ヽ(´～｀；）	whatever
┐(‘～`；)┌	whatever
ヽ（*ω。）ノ	whatever
(;´・`)>	whatever
（＾～＾）	whatever
٩(-̮̮̃•̃)۶	whatever
┐(￣ー￣)┌	whatever
t(ツ)_/¯	whatever
┐(￣ヮ￣)┌	whatever
╰(　´◔　ω　◔ `)╯	whatever
ಠ_ಠ	whatever, angry, stare, sad
ლ(ಠ_ಠლ)	whatever
¯\(°_o)/¯	whatever, crazy
╮(╯▽╰)╭	whatever
( c//”-}{-*\x)	kiss, love
(｡-_-｡ )人( ｡-_-｡)	love
(‘∀’●)♡	love
(*´∀｀*人*´∀｀*)	love
(/^-^(^ ^*)/	love
(´ ▽｀).。ｏ♡	love
(´∀｀)♡	happy, love
ヽ(愛´∀｀愛)ノ	love
(●♡∀♡)	love
( ˘ ³˘)♥	kiss, love
( ˘ ³˘)❤	kiss, love
( ⋆•ิ ᴈ-ิ(ᵕ❥ ᵕ⁎ ॢ)	kiss, love
(・_・)❤(-_-)	love
(｡・//ε//・｡)	kiss, love
(｡･ω･｡)ﾉ♡	animal, pig, love
(｡’▽’｡)♡	love
（。ˇ ⊖ˇ）♡	love
(｡♥‿♥｡)	love
(* ˘⌣˘)◞[_]♥[_]ヽ(•‿• )	love
（*´▽｀*）	happy, music, love
（*＾3＾）/～♡	kiss, love
（〃・ω・〃）	love
（´・｀ ）♡	kiss, love
(´▽`ʃƪ)♡	love
(´ε｀ )♡	kiss, love
（´ω｀♡%）	love
(˘▼˘>ԅ( ˘⌣ƪ)	love
(ˆˇˆ)-c<˘ˑ˘)	love
(>’o’)> ♥ <(‘o’<)	love
(>^_^)><(^o^<)	love, hug
(∩˃o˂∩)♡	love
(◍•ᴗ•◍)❤	love
(♥ó㉨ò)ﾉ♡	bear, love
(♥ω♥ ) ~♪	love
(♥ω♥*)	love
(Ɔ ˘⌣˘)♥(˘⌣˘ C)	love
(ɔˆ ³(ˆ⌣ˆc)	kiss, love
(ʃƪ ˘ ³˘)	kiss, love
‎(ʃƪ˘ﻬ˘)	kiss, love
(ღ˘⌣˘ღ)	love
(づ￣ ³￣)づ	kiss, love, hug
(っ˘з(˘⌣˘ )	kiss, love
(人-ω-)｡o.ﾟ｡*･♡Good Night♡･*｡ﾟo｡(-ω-人)	love
♡〜٩(^▿^)۶〜♡	love
♡｡ﾟ.(*♡´‿` 人´‿` ♡*)ﾟ♡ °・	love
♡(*´･ω･)(･ω･`*)♡	love
♡(*´∀｀*)人(*´∀｀*)♡	love
♡(˃͈ દ ˂͈ ༶ )	love
♡´･ᴗ･`♡	love
♡＾▽＾♡	love
♡꒰*･ω･人･ω･*꒱♡	love
♡o｡.(✿ฺ｡ ✿ฺ)	love
♡o｡(๑๏‿ฺ๏๑)｡o♡	love
♥(ˆ⌣ˆԅ)	love
♥(✿ฺ´∀`✿ฺ)ﾉ	love
♥（ﾉ´∀`）	love
♥～(‘▽^人)	love
♥╣[-_-]╠♥	love
✿♥‿♥✿	love
꒰˘̩̩̩⌣˘̩̩̩๑꒱♡	love
꒰♡ˊ͈ ु꒳ ूˋ͈꒱.⑅*♡	love
웃+웃=❤	love
乂❤‿❤乂	love
( ᵒ̴̶̷̤̀ुωᵒ̴̶̷̤́ू )❤”	love
♡ლ(-༗‿༗-)ლ♡	love
☆*✲ﾟ*｡(((´♡‿♡`+)))｡*ﾟ✲*☆	love
♡ლζ(♛ε♛*ζლ♡	love
(ෆ ͒•∘̬• ͒)◞	love
ॱ॰⋆(˶ॢ‾᷄﹃‾᷅˵ॢ)ӵᵘᵐᵐᵞ♡♡♡	think, love
੯ूᵕ̤ू U॒॒॒॒॒୭ℒℴѵℯ❤	love
(♡´͈༝`͈)ฅ˒˒	love
(๑′ᴗ‵๑)Ｉ Lᵒᵛᵉᵧₒᵤ♥	love
♡ℒฺℴฺνℯฺ♡	love
(*´o`*)ʖˋʖˋʖˋ～♡	love
(๑•з•)))⋆*♡*⋆ฺ=͟͟͞͞=͟͟͞͞	kiss, love
♡+:｡.｡❣LﾛVЁ❣｡.｡:+♡	love
‎(๑′ڡ‵๑)۶४४yϋᵐᵐӵ♡॰⋆̥	love
( ˭̵̵̵̵͈́◡ु͂˭̵̵̵͈̀ )ˉ̞̭♡	love
ლ(´◉❥◉｀ლ)	kiss, love
(๑・ω-)～♥”	love
( ＾◡＾)っ✂❤	love
（●´∀｀）ノ♡	love
◌⑅⃝●♡⋆♡⃝ ˻˳˯ₑ♡⃝⋆●♡⑅⃝◌	love
(♡ᵉ̷͈ัॢωᵉ̷͈ัॢ )‧₊°♡	love
(✿ ♥‿♥)	love
ฅ ̳͒•ˑ̫• ̳͒ฅ♡	love
(｡・‧̫・｡).*＊♡	love
(♡ˊ͈ ॢ꒳ ॢˋ͈)♪	love
♡+* Ɗɑɫë*+♡	love
(͒ ॢ ›⚇‹ ॢ)͒୭♡	love
(*°∀°)=3	love
( ๑ ᴖ ᴈ ᴖ)ᴖ ᴑ ᴖ๑)❣	kiss, love
(/∇＼*)｡o○♡	love
(۶•౪•)۶❤٩(•౪•٩)	love
(ღ˘⌣˘)❛ั◡❛ัღ)	love, hug
(*´ ˘ `*).｡oO ( ♡ )	think, love
´͈ ᵕ `͈ ♡°◌̊	love
(*• ुᴗ•ධ̢•͈ꄃ̑•͈ ධ̡੭ु⁾⁾·°♡	love
( ´͈ ૢᐜ `͈ૢ)･*♡੭ੇ৸♡੭ੇ৸♡	love
( ′ॢ◡̶͂‵ ॢ )♡*.	love
˄̻ ̊σ(˃̴͈◡ुමੈॆ⋆)˄̻ ̊~♡⃛	love
(୨୧•͈ᴗ•͈)◞ᵗʱᵃᵑᵏઽ*♡	love
*♡೫̥͙*:・ℋɑppყ Ϣәԁԁıɲɠﾟ･:* ೫̥͙♡*	love
(≚ᄌ≚)ℒℴѵℯ❤	love
◟( ˊ̱˂˃ˋ̱ )◞♡⃛◟( ˊ̱˂˃ˋ̱ )◞	love
(๑॔˃̶ॢ◟◞ ˂̶ॢ๑॓)♡	love
₍՞◌′ᵕ‵ू◌₎♡	love
（人´∀`*）	love
( •ॢ◡-ॢ)-♡	happy, love
( ๑॔˃ ॢ‧̫˂)ॢ♡̷˚๐	love
ପ(๑•̀ᴗ-♡ॢ)fෆr yෆu*೨⋆*✩	love
٩(๑•◡-๑)۶ⒽⓤⒼ❤	love, hug
～(^з^)-♡	kiss, love
ヾ(◍’౪`◍)ﾉﾞ♡	love, wave
(●´□`)♡	love
ლ(|||⌒εー|||)ლ	kiss, love
‎ƪ(♥ﻬ♥)ʃ	love
ღゝ◡╹)ノ♡	love
(‾̴̴͡͡▿•‾̴̴͡͡ʃƪ)	love
(ෆ❛ั ु▿❛ั੯ू❛ัू ໒꒱⁼³₌₃	love
♡(.◜ω◝.)♡	love
(*≧m≦*)	angry
(>_<)	angry
(,,#ﾟДﾟ)	angry
ヽ(ｏ`皿′ｏ)ﾉ	angry
o(>< )o	angry
ｏ( ><)o	angry
ヽ(≧Д≦)ノ	angry
（＞д＜）	angry
（;≧皿≦）	angry, sleep
[○･｀Д´･○]	angry
ヽ(#`Д´)ﾉ	angry
Σ(-`Д´-ﾉ；)ﾉ	angry
(((p(>o<)q)))	angry
(/ﾟДﾟ)/	angry
(¬д¬。)	angry
(¬､¬)	angry
（；¬＿¬)	think, angry
(;¬_¬)	think, angry
(；¬д¬)	angry
(≧σ≦)	angry
o(-`д´- ｡)	angry
ヽ(●-`Д´-)ノ	angry
(*￣m￣)	angry
(´Д｀)	angry
(；￣Д￣）	angry
(¬_¬)ﾉ	angry, wave
(＃｀д´)ﾉ	angry
(」゜ロ゜)」	angry, surprised
Σ(▼□▼メ)	angry
(━┳━ _ ━┳━)	angry
(┳◇┳)	angry
{{|└(>o< )┘|}}	angry
＼(＠O＠)／	angry
（≧▼≦；)	angry
＼(〇O〇)／	angry
s(・｀ヘ´・;)ゞ	angry
（▼へ▼メ）	angry
＼(`O´θ／	angry
θ＼(；￢_￢)	angry
ヽ(｀⌒´メ)ノ	angry
凸(-0-メ)	angry
凸(｀△´＋）	angry
凸(｀0´)凸	angry
凸(｀⌒´メ)凸	angry
＼(｀0´)／	angry
-`д´-	angry
(>人<)	angry
щ(ಠ益ಠщ)	angry
(ノಠ益ಠ)ノ	angry
щ(ಥДಥщ)	angry
o(≧o≦)o	angry
(⋋▂⋌)	angry
(◣_◢)	angry
ᕙ(⇀‸↼‶)ᕗ	angry, sleep
ᕦ(ò_óˇ)ᕤ	angry
( ಠ ಠ )	angry
(¬▂¬)	angry
(¬_¬)	think, angry
ಥ⌣ಥ	angry
s(・｀ヘ´・；)	angry
ლ(ಠ益ಠლ	angry
ლಠ益ಠ)ლ	angry
凸ಠ益ಠ)凸	angry
╭(๑¯д¯๑)╮	angry
ಠ▃ಠ	angry
t(-_-t)	angry, surrender
ヽ(#ﾟДﾟ)ﾉ┌┛	angry
(҂⌣̀_⌣́)	think, angry
‎ͼ(ݓ_ݓ)ͽ	cry, angry
(ಥ⌣ಥ)	angry
（ ; ; ）	sad, cry
(T＿T)	sad, cry
（ ＴДＴ）	sad, cry
(ToT)	sad, cry
(Ｔ▽Ｔ)	sad, cry
(‘A`)	sad
（；_・）A single tear…	sad
(T_T)	sad, cry
((T.T； )	sad, cry
(； T.T))	sad, cry
（；へ：）	sad, cry
(ノД`)・゜・。	sad, cry
・(/Д`)・	sad
(´＿｀。)	sad
(´Д｀。)	sad
(´Ａ｀。)	sad
(´∩｀。)	sad
｡：ﾟ(｡ﾉω＼｡)ﾟ･｡	sad, cry
(┳Д┳)	sad, cry
(´；д；`)	sad, cry
(*´；ェ；`*)	sad, cry
｡･ﾟﾟ･(>д<)･ﾟﾟ･｡	sad, cry
(。┰ω┰。)	sad, cry
(゜´Д｀゜)	sad
（ｉДｉ）	sad, cry
(´；ω；`)	sad, cry
。ﾟ(ﾟﾉД｀ﾟ)ﾟ｡	sad, cry
ヽ(´□｀。)ﾉ	sad
(ﾟ´Д｀ﾟ)ﾟ	sad
{{p´Д｀q}}	sad
ヽ(●ﾟ´Д｀ﾟ●)ﾉﾟ	sad
( p_q)	sad, cry
(╯︵╰,)	sad, cry
(个_个)	sad, cry
((´д｀))	sad
( ≧Д≦)	sad
｡゜(｀Д´)゜｡	sad, cry
p(´⌒｀｡q)	sad
(/□＼*)・゜	sad, cry
((o(;△;)o))	sad, cry
（；￣д￣）	sad, surrender
(ㄒoㄒ)	sad, cry
⊙︿⊙	sad
o(╥﹏╥)o	sad, cry, surrender
o(；△；)o	sad, cry
(;*△*;)	sad, cry
（´＿｀）	sad
╥﹏╥	sad, cry
(´°̥̥̥̥̥̥̥̥ω°̥̥̥̥̥̥̥̥｀)	sad, cry
(∩︵∩)	sad
(︶︹︺)	sad
(╥_╥)	sad, cry
(っ˘̩╭╮˘̩)っ	sad, hug
ಥ_ಥ	sad
(T⌓T)	sad
( ꒪Д꒪)ノ	surprised
(((( ;°Д°))))	surprised
((((；゜Д゜)))	surprised
（゜◇゜）	surprised
（￣□￣；）	surprised, surrender
∑(O_O；)	surprised
＼(>o<)ノ	surprised
━Σ(ﾟДﾟ|||)━	surprised
Σ(゜ロ゜;)	surprised
Σ(゜゜)	surprised
(*ﾟﾛﾟ)	surprised
щ(゜ロ゜щ)	surprised
(ﾉﾟ0ﾟ)ﾉ~	surprised
⊙▂⊙	surprised
⊙０⊙	surprised
w(°ｏ°)w	surprised
L(・o・)」	surprised
(○o○)	surprised
（・□・；）	surprised
∑(;°Д°)	surprised
(´⊙ω⊙`)！	surprised
\(*0*)/	surprised
(^_^;)	embarassed
(^^ゞ	embarassed
(^^;)	embarassed
(#^.^#)	kiss, embarassed
(‘-’*)	embarassed
(*^^*)	embarassed
(⌒_⌒;)	embarassed
(#｀ε´#ゞ	embarassed
（*/∇＼*）	embarassed
(〃￣ω￣〃ゞ	embarassed
(*´ｪ｀*)	embarassed
(*´∀`*)	embarassed
(*´_ゝ｀)	embarassed
(/ω＼)	embarassed
(*ﾉ▽ﾉ)	embarassed
(*ﾉωﾉ)	embarassed
（/｡＼)	embarassed
（。-＿-。）	embarassed
(#／。＼#)	embarassed
(╯_╰)	embarassed
(╯ಊ╰)	embarassed
(ﾉ)´∀｀(ヾ)	embarassed
(*/ω＼*)	embarassed
\(//∇//)\\	embarassed
(*ﾟｰﾟ)ゞ	embarassed
\(///Σ///)\\	embarassed
（//･_･//)	embarassed
(⊙﹏⊙✿)	crazy, embarassed
(<o///v>)	embarassed
(´･_･`)	confused
(◎_◎;)	confused
(｀_´)ゞ	confused
(◎-◎；)	confused
(・_・ヾ	confused
(￣(エ)￣)ゞ	confused
(-_-)ゞ゛	confused
(‘◇’)?	confused
ヽ(゜Q。)ノ？	confused
(´｀;) ？	confused
【・ヘ・?】	confused
【・_・?】	confused
( ・◇・)？	confused
(゜-゜)	confused
ヾ(´･ ･｀｡)ノ”	confused
｢(ﾟﾍﾟ)	confused
( ?´_ゝ｀)	confused
o(´^｀)o	smug, confused
(´−｀) ﾝｰ	confused
(」ﾟヘﾟ)」	confused
(•ิ_•ิ)?	confused
「(°ヘ°)	confused
(。ヘ°)	crazy, confused
〈(゜。゜)	confused
(゜。゜)	confused
く（＾_・）ゝ	confused
(^～^;)ゞ	confused
٩(͡๏̯͡๏)۶	surprised, confused
٩(̾●̮̮̃̾•̃̾)۶	angry, confused
(⊙_◎)	crazy, confused
ಠ_ರೃ	stare, confused
щ(ºДºщ)	confused
﴾͡๏̯͡๏﴿	confused
ఠ_ఠ	confused
(●__●)	confused
(ﾟｰﾟ;	confused
(●´ω｀●)ゞ	confused
(＃⌒∇⌒＃)ゞ	confused
(・・。)ゞ	confused
⁀⊙﹏☉⁀	crazy, confused
(♠_♦)	crazy, confused
(⊙_☉)	confused
(⊙.☉)7	confused
`(๑ △ ๑)`*	crazy, confused
(」ﾟﾛﾟ)｣	confused
(C_C)	confused
ー(￣～￣)ξ	smug
(((￣へ￣井)	smug
(`へ´*)ノ	smug
(￣^￣)	smug
（￣へ￣）	smug
（￣～￣;）	smug
(￣ェ￣;)	smug
(-、-)	smug
( ；｀ヘ´)	smug
(￣ω￣;)	smug
（｀＾´）ノ	smug
<(￣︶￣)>	smug
(=^･ｪ･^=)	cat
(=^‥^=)	cat
(=^･^=)	cat
V(=^･ω･^=)v	cat
(=｀ω´=)	cat
o(^・x・^)o	cat
＼(=^‥^)/’`	cat
( =①ω①=)	cat
d(=^･ω･^=)b	cat
(=ＴェＴ=)	cat
(=;ェ;=)	cat
(=^･ω･^)y＝	cat
(^-人-^)	cat
ヽ(^‥^=ゞ)	cat, dance
(^・ω・^ )	cat
(=^-ω-^=)	cat
b(=^‥^=)o	cat
(.=^・ェ・^=)	cat
（=´∇｀=）	cat
ヾ(=ﾟ･ﾟ=)ﾉ	cat
~(=^‥^)ノ	cat
~(=^‥^)/	cat
(=ｘェｘ=)	dead, cat
(=；ェ；=)	cat
(=｀ェ´=)	cat
(^･o･^)ﾉ”	cat
